sample_id,timestamp,city,latitude,longitude,wind_speed_mps,wind_direction_deg,wind_u_mps,wind_v_mps,temperature_c,relative_humidity_pct,surface_pressure_hpa,boundary_layer_height_m,direct_normal_irradiance_w_m2,cloud_cover_pct,stability_class,hour,day_of_week,month,is_weekend,sin_hour,cos_hour,sin_month,cos_month,local_dispersion_pm25,cams_regional_pm25,target_pm25,regime,confidence_level,known_bias_direction,systematic_bias_note
delhi_2020_0010_20200101T100000Z,2020-01-01 10:00:00+00:00,Delhi,28.6139,77.209,2.38,105.0,-2.3,0.62,17.7,54.0,994.5,540.0,379.3,93.0,D,10,2,1,0,0.5,-0.866,0.0,1.0,123.9,140.0,263.9,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0011_20200101T110000Z,2020-01-01 11:00:00+00:00,Delhi,28.6139,77.209,1.6,86.0,-1.6,-0.11,17.0,60.0,994.6,405.0,274.2,92.0,D,11,2,1,0,0.2588,-0.9659,0.0,1.0,179.73,140.0,319.73,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0012_20200101T120000Z,2020-01-01 12:00:00+00:00,Delhi,28.6139,77.209,2.63,81.0,-2.6,-0.41,13.1,79.0,994.6,65.0,98.6,87.0,C,12,2,1,0,0.0,-1.0,0.0,1.0,126.52,140.0,266.52,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0013_20200101T130000Z,2020-01-01 13:00:00+00:00,Delhi,28.6139,77.209,2.47,76.0,-2.4,-0.6,12.4,81.0,995.3,50.0,0.0,90.0,D,13,2,1,0,-0.2588,-0.9659,0.0,1.0,145.59,140.0,285.59,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0014_20200101T140000Z,2020-01-01 14:00:00+00:00,Delhi,28.6139,77.209,2.95,66.0,-2.69,-1.2,10.9,86.0,995.6,50.0,0.0,84.0,E,14,2,1,0,-0.5,-0.866,0.0,1.0,128.36,140.0,268.36,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0015_20200101T150000Z,2020-01-01 15:00:00+00:00,Delhi,28.6139,77.209,2.3,56.0,-1.91,-1.29,10.8,87.0,996.3,50.0,0.0,81.0,E,15,2,1,0,-0.7071,-0.7071,0.0,1.0,251.81,140.0,391.81,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0016_20200101T160000Z,2020-01-01 16:00:00+00:00,Delhi,28.6139,77.209,2.34,50.0,-1.79,-1.5,10.6,87.0,996.4,50.0,0.0,86.0,E,16,2,1,0,-0.866,-0.5,0.0,1.0,339.66,140.0,479.66,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0017_20200101T170000Z,2020-01-01 17:00:00+00:00,Delhi,28.6139,77.209,3.32,44.0,-2.31,-2.39,9.3,89.0,996.3,50.0,0.0,88.0,D,17,2,1,0,-0.9659,-0.2588,0.0,1.0,236.86,140.0,376.86,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0018_20200101T180000Z,2020-01-01 18:00:00+00:00,Delhi,28.6139,77.209,2.14,79.0,-2.1,-0.41,9.5,89.0,996.4,50.0,0.0,80.0,E,18,2,1,0,-1.0,-0.0,0.0,1.0,272.82,140.0,412.82,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0019_20200101T190000Z,2020-01-01 19:00:00+00:00,Delhi,28.6139,77.209,2.34,70.0,-2.2,-0.8,9.4,89.0,995.9,50.0,0.0,65.0,E,19,2,1,0,-0.9659,0.2588,0.0,1.0,186.09,140.0,326.09,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0020_20200101T200000Z,2020-01-01 20:00:00+00:00,Delhi,28.6139,77.209,2.4,73.0,-2.3,-0.7,8.9,88.0,995.6,50.0,0.0,45.0,F,20,2,1,0,-0.866,0.5,0.0,1.0,134.07,140.0,274.07,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0021_20200101T210000Z,2020-01-01 21:00:00+00:00,Delhi,28.6139,77.209,2.55,79.0,-2.5,-0.49,8.7,88.0,995.4,50.0,0.0,35.0,F,21,2,1,0,-0.7071,0.7071,0.0,1.0,95.4,140.0,235.4,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0022_20200101T220000Z,2020-01-01 22:00:00+00:00,Delhi,28.6139,77.209,2.11,85.0,-2.1,-0.18,7.9,89.0,994.8,50.0,0.0,33.0,F,22,2,1,0,-0.5,0.866,0.0,1.0,80.45,140.0,220.45,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0023_20200101T230000Z,2020-01-01 23:00:00+00:00,Delhi,28.6139,77.209,2.1,87.0,-2.1,-0.11,7.8,90.0,994.8,50.0,0.0,33.0,F,23,2,1,0,-0.2588,0.9659,0.0,1.0,55.63,140.0,195.63,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0024_20200102T000000Z,2020-01-02 00:00:00+00:00,Delhi,28.6139,77.209,2.25,69.0,-2.1,-0.81,6.8,91.0,994.5,50.0,0.0,42.0,F,0,3,1,0,0.0,1.0,0.0,1.0,33.39,140.0,173.39,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0025_20200102T010000Z,2020-01-02 01:00:00+00:00,Delhi,28.6139,77.209,2.11,85.0,-2.1,-0.18,6.9,91.0,995.1,50.0,0.0,27.0,F,1,3,1,0,0.2588,0.9659,0.0,1.0,28.96,140.0,168.96,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0026_20200102T020000Z,2020-01-02 02:00:00+00:00,Delhi,28.6139,77.209,2.01,96.0,-2.0,0.21,7.2,91.0,995.9,50.0,0.0,21.0,F,2,3,1,0,0.5,0.866,0.0,1.0,23.3,140.0,163.3,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0027_20200102T030000Z,2020-01-02 03:00:00+00:00,Delhi,28.6139,77.209,2.45,102.0,-2.4,0.51,9.8,84.0,996.8,50.0,237.3,20.0,C,3,3,1,0,0.7071,0.7071,0.0,1.0,19.35,140.0,159.35,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0028_20200102T040000Z,2020-01-02 04:00:00+00:00,Delhi,28.6139,77.209,2.0,87.0,-2.0,-0.1,12.7,76.0,997.8,100.0,467.5,18.0,B,4,3,1,0,0.866,0.5,0.0,1.0,29.82,140.0,169.82,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0029_20200102T050000Z,2020-01-02 05:00:00+00:00,Delhi,28.6139,77.209,1.94,78.0,-1.9,-0.4,15.1,69.0,998.4,275.0,609.8,4.0,A,5,3,1,0,0.9659,0.2588,0.0,1.0,62.22,140.0,202.22,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0030_20200102T060000Z,2020-01-02 06:00:00+00:00,Delhi,28.6139,77.209,2.38,75.0,-2.3,-0.62,17.0,64.0,997.5,685.0,684.6,4.0,A,6,3,1,0,1.0,0.0,0.0,1.0,95.07,140.0,235.07,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0031_20200102T070000Z,2020-01-02 07:00:00+00:00,Delhi,28.6139,77.209,2.83,82.0,-2.8,-0.39,18.5,59.0,996.5,985.0,702.2,20.0,A,7,3,1,0,0.9659,-0.2588,0.0,1.0,140.04,140.0,280.04,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0032_20200102T080000Z,2020-01-02 08:00:00+00:00,Delhi,28.6139,77.209,2.91,86.0,-2.9,-0.2,19.3,56.0,995.2,1160.0,622.4,21.0,A,8,3,1,0,0.866,-0.5,0.0,1.0,158.97,140.0,298.97,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0033_20200102T090000Z,2020-01-02 09:00:00+00:00,Delhi,28.6139,77.209,3.14,81.0,-3.1,-0.49,19.5,56.0,994.1,1255.0,527.5,24.0,C,9,3,1,0,0.7071,-0.7071,0.0,1.0,121.8,140.0,261.8,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0034_20200102T100000Z,2020-01-02 10:00:00+00:00,Delhi,28.6139,77.209,3.45,73.0,-3.3,-1.01,19.3,57.0,993.5,1225.0,454.3,25.0,C,10,3,1,0,0.5,-0.866,0.0,1.0,86.9,140.0,226.9,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0035_20200102T110000Z,2020-01-02 11:00:00+00:00,Delhi,28.6139,77.209,3.01,69.0,-2.81,-1.08,18.4,62.0,993.4,930.0,320.3,20.0,C,11,3,1,0,0.2588,-0.9659,0.0,1.0,91.41,140.0,231.41,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0036_20200102T120000Z,2020-01-02 12:00:00+00:00,Delhi,28.6139,77.209,1.97,60.0,-1.71,-0.99,16.3,72.0,993.3,60.0,146.4,17.0,B,12,3,1,0,0.0,-1.0,0.0,1.0,193.29,140.0,333.29,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0037_20200102T130000Z,2020-01-02 13:00:00+00:00,Delhi,28.6139,77.209,1.92,62.0,-1.7,-0.9,15.4,77.0,993.7,50.0,0.0,24.0,F,13,3,1,0,-0.2588,-0.9659,0.0,1.0,214.88,140.0,354.88,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0038_20200102T140000Z,2020-01-02 14:00:00+00:00,Delhi,28.6139,77.209,2.02,70.0,-1.9,-0.69,14.3,83.0,994.1,50.0,0.0,17.0,F,14,3,1,0,-0.5,-0.866,0.0,1.0,178.41,140.0,318.41,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0039_20200102T150000Z,2020-01-02 15:00:00+00:00,Delhi,28.6139,77.209,2.12,82.0,-2.1,-0.3,13.7,86.0,994.6,50.0,0.0,32.0,F,15,3,1,0,-0.7071,-0.7071,0.0,1.0,222.52,140.0,362.52,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0040_20200102T160000Z,2020-01-02 16:00:00+00:00,Delhi,28.6139,77.209,2.1,90.0,-2.1,-0.0,13.1,89.0,994.9,65.0,0.0,40.0,F,16,3,1,0,-0.866,-0.5,0.0,1.0,239.56,140.0,379.56,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0041_20200102T170000Z,2020-01-02 17:00:00+00:00,Delhi,28.6139,77.209,2.11,85.0,-2.1,-0.18,12.6,89.0,994.8,90.0,0.0,42.0,F,17,3,1,0,-0.9659,-0.2588,0.0,1.0,258.01,140.0,398.01,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0042_20200102T180000Z,2020-01-02 18:00:00+00:00,Delhi,28.6139,77.209,2.94,80.0,-2.9,-0.51,12.5,89.0,995.1,125.0,0.0,40.0,F,18,3,1,0,-1.0,-0.0,0.0,1.0,155.42,140.0,295.42,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0043_20200102T190000Z,2020-01-02 19:00:00+00:00,Delhi,28.6139,77.209,2.73,82.0,-2.7,-0.38,11.9,84.0,994.9,195.0,0.0,38.0,F,19,3,1,0,-0.9659,0.2588,0.0,1.0,131.56,140.0,271.56,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0044_20200102T200000Z,2020-01-02 20:00:00+00:00,Delhi,28.6139,77.209,2.24,100.0,-2.21,0.39,11.3,85.0,994.5,200.0,0.0,28.0,F,20,3,1,0,-0.866,0.5,0.0,1.0,115.34,140.0,255.34,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0045_20200102T210000Z,2020-01-02 21:00:00+00:00,Delhi,28.6139,77.209,1.87,106.0,-1.8,0.52,10.4,90.0,994.0,130.0,0.0,23.0,F,21,3,1,0,-0.7071,0.7071,0.0,1.0,95.98,140.0,235.98,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0046_20200102T220000Z,2020-01-02 22:00:00+00:00,Delhi,28.6139,77.209,2.64,115.0,-2.39,1.12,9.6,92.0,993.1,60.0,0.0,26.0,F,22,3,1,0,-0.5,0.866,0.0,1.0,52.03,140.0,192.03,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0047_20200102T230000Z,2020-01-02 23:00:00+00:00,Delhi,28.6139,77.209,1.97,60.0,-1.71,-0.99,9.5,93.0,993.3,50.0,0.0,22.0,F,23,3,1,0,-0.2588,0.9659,0.0,1.0,67.14,140.0,207.14,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0048_20200103T000000Z,2020-01-03 00:00:00+00:00,Delhi,28.6139,77.209,1.81,84.0,-1.8,-0.19,9.9,93.0,993.0,50.0,0.0,9.0,F,0,4,1,0,0.0,1.0,0.0,1.0,46.97,140.0,186.97,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0049_20200103T010000Z,2020-01-03 01:00:00+00:00,Delhi,28.6139,77.209,2.3,56.0,-1.91,-1.29,8.8,96.0,993.4,50.0,0.0,10.0,F,1,4,1,0,0.2588,0.9659,0.0,1.0,32.38,140.0,172.38,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0050_20200103T020000Z,2020-01-03 02:00:00+00:00,Delhi,28.6139,77.209,2.41,48.0,-1.79,-1.61,8.3,97.0,994.0,50.0,0.0,4.0,F,2,4,1,0,0.5,0.866,0.0,1.0,30.05,140.0,170.05,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0051_20200103T030000Z,2020-01-03 03:00:00+00:00,Delhi,28.6139,77.209,1.39,21.0,-0.5,-1.3,11.2,90.0,995.0,50.0,223.3,1.0,B,3,4,1,0,0.7071,0.7071,0.0,1.0,28.46,140.0,168.46,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0052_20200103T040000Z,2020-01-03 04:00:00+00:00,Delhi,28.6139,77.209,0.67,27.0,-0.3,-0.6,13.8,80.0,995.7,140.0,449.1,0.0,B,4,4,1,0,0.866,0.5,0.0,1.0,61.16,140.0,201.16,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0053_20200103T050000Z,2020-01-03 05:00:00+00:00,Delhi,28.6139,77.209,1.08,68.0,-1.0,-0.4,15.9,72.0,995.6,305.0,605.3,0.0,A,5,4,1,0,0.9659,0.2588,0.0,1.0,111.56,140.0,251.56,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0054_20200103T060000Z,2020-01-03 06:00:00+00:00,Delhi,28.6139,77.209,2.05,47.0,-1.5,-1.4,17.3,66.0,994.7,545.0,676.8,0.0,A,6,4,1,0,1.0,0.0,0.0,1.0,136.57,140.0,276.57,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0055_20200103T070000Z,2020-01-03 07:00:00+00:00,Delhi,28.6139,77.209,2.06,29.0,-1.0,-1.8,18.3,64.0,993.7,775.0,702.6,0.0,A,7,4,1,0,0.9659,-0.2588,0.0,1.0,146.89,140.0,286.89,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0056_20200103T080000Z,2020-01-03 08:00:00+00:00,Delhi,28.6139,77.209,2.22,8.0,-0.31,-2.2,18.9,61.0,992.7,935.0,694.4,16.0,A,8,4,1,0,0.866,-0.5,0.0,1.0,161.0,140.0,301.0,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0057_20200103T090000Z,2020-01-03 09:00:00+00:00,Delhi,28.6139,77.209,2.33,350.0,0.4,-2.29,19.0,59.0,991.7,1005.0,498.6,19.0,B,9,4,1,0,0.7071,-0.7071,0.0,1.0,151.93,140.0,291.93,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0058_20200103T100000Z,2020-01-03 10:00:00+00:00,Delhi,28.6139,77.209,2.26,347.0,0.51,-2.2,18.9,60.0,991.5,975.0,416.1,18.0,B,10,4,1,0,0.5,-0.866,0.0,1.0,118.13,140.0,258.13,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0059_20200103T110000Z,2020-01-03 11:00:00+00:00,Delhi,28.6139,77.209,1.84,347.0,0.41,-1.79,18.3,63.0,991.6,845.0,317.6,16.0,B,11,4,1,0,0.2588,-0.9659,0.0,1.0,133.49,140.0,273.49,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0060_20200103T120000Z,2020-01-03 12:00:00+00:00,Delhi,28.6139,77.209,1.4,4.0,-0.1,-1.4,17.1,68.0,991.2,50.0,169.0,10.0,B,12,4,1,0,0.0,-1.0,0.0,1.0,234.3,140.0,374.3,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0061_20200103T130000Z,2020-01-03 13:00:00+00:00,Delhi,28.6139,77.209,1.12,333.0,0.51,-1.0,17.3,66.0,991.9,50.0,0.0,6.0,F,13,4,1,0,-0.2588,-0.9659,0.0,1.0,302.06,140.0,442.06,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0062_20200103T140000Z,2020-01-03 14:00:00+00:00,Delhi,28.6139,77.209,1.14,308.0,0.9,-0.7,16.8,68.0,992.3,50.0,0.0,5.0,F,14,4,1,0,-0.5,-0.866,0.0,1.0,559.76,140.0,699.76,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0063_20200103T150000Z,2020-01-03 15:00:00+00:00,Delhi,28.6139,77.209,0.98,336.0,0.4,-0.9,15.9,72.0,992.8,50.0,0.0,6.0,F,15,4,1,0,-0.7071,-0.7071,0.0,1.0,396.48,140.0,536.48,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2020_0064_20200103T160000Z,2020-01-03 16:00:00+00:00,Delhi,28.6139,77.209,1.08,68.0,-1.0,-0.4,15.0,77.0,993.2,50.0,0.0,6.0,F,16,4,1,0,-0.866,-0.5,0.0,1.0,476.65,140.0,616.65,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
