sample_id,timestamp,city,latitude,longitude,wind_speed_mps,wind_direction_deg,wind_u_mps,wind_v_mps,temperature_c,relative_humidity_pct,surface_pressure_hpa,boundary_layer_height_m,direct_normal_irradiance_w_m2,cloud_cover_pct,stability_class,hour,day_of_week,month,is_weekend,sin_hour,cos_hour,sin_month,cos_month,local_dispersion_pm25,cams_regional_pm25,target_pm25,regime,confidence_level,known_bias_direction,systematic_bias_note
delhi_2023_0013_20230101T130000Z,2023-01-01 13:00:00+00:00,Delhi,28.6139,77.209,0.32,198.0,0.1,0.3,15.8,67.0,994.8,50.0,0.0,49.0,F,13,6,1,1,-0.2588,-0.9659,0.0,1.0,662.92,139.7,802.62,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0014_20230101T140000Z,2023-01-01 14:00:00+00:00,Delhi,28.6139,77.209,0.51,191.0,0.1,0.5,14.9,71.0,995.1,50.0,0.0,35.0,F,14,6,1,1,-0.5,-0.866,0.0,1.0,611.62,170.0,781.62,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0015_20230101T150000Z,2023-01-01 15:00:00+00:00,Delhi,28.6139,77.209,1.08,214.0,0.6,0.9,12.0,82.0,995.5,50.0,0.0,0.0,F,15,6,1,1,-0.7071,-0.7071,0.0,1.0,593.33,196.5,789.83,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0016_20230101T160000Z,2023-01-01 16:00:00+00:00,Delhi,28.6139,77.209,1.53,212.0,0.81,1.3,10.6,85.0,995.3,50.0,0.0,0.0,F,16,6,1,1,-0.866,-0.5,0.0,1.0,430.04,218.9,648.94,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0017_20230101T170000Z,2023-01-01 17:00:00+00:00,Delhi,28.6139,77.209,1.56,225.0,1.1,1.1,10.8,82.0,995.5,50.0,0.0,0.0,F,17,6,1,1,-0.9659,-0.2588,0.0,1.0,574.28,236.6,810.88,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0018_20230101T180000Z,2023-01-01 18:00:00+00:00,Delhi,28.6139,77.209,1.51,262.0,1.5,0.21,11.2,78.0,995.3,50.0,0.0,0.0,F,18,6,1,1,-1.0,-0.0,0.0,1.0,696.63,246.8,943.43,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0019_20230101T190000Z,2023-01-01 19:00:00+00:00,Delhi,28.6139,77.209,2.02,303.0,1.69,-1.1,9.3,86.0,995.1,50.0,0.0,0.0,F,19,6,1,1,-0.9659,0.2588,0.0,1.0,349.13,248.7,597.83,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0020_20230101T200000Z,2023-01-01 20:00:00+00:00,Delhi,28.6139,77.209,2.26,315.0,1.6,-1.6,8.6,90.0,994.7,50.0,0.0,0.0,F,20,6,1,1,-0.866,0.5,0.0,1.0,200.93,246.8,447.73,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0021_20230101T210000Z,2023-01-01 21:00:00+00:00,Delhi,28.6139,77.209,2.37,332.0,1.11,-2.09,8.1,92.0,994.1,50.0,0.0,0.0,F,21,6,1,1,-0.7071,0.7071,0.0,1.0,80.47,243.1,323.57,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0022_20230101T220000Z,2023-01-01 22:00:00+00:00,Delhi,28.6139,77.209,2.56,329.0,1.32,-2.19,7.3,95.0,994.1,50.0,0.0,0.0,F,22,6,1,1,-0.5,0.866,0.0,1.0,51.42,237.0,288.42,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0023_20230101T230000Z,2023-01-01 23:00:00+00:00,Delhi,28.6139,77.209,1.7,315.0,1.2,-1.2,8.9,92.0,993.9,50.0,0.0,0.0,F,23,6,1,1,-0.2588,0.9659,0.0,1.0,89.04,231.4,320.44,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0024_20230102T000000Z,2023-01-02 00:00:00+00:00,Delhi,28.6139,77.209,1.4,266.0,1.4,0.1,6.5,95.0,994.4,50.0,0.0,0.0,F,0,0,1,0,0.0,1.0,0.0,1.0,106.45,209.1,315.55,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0025_20230102T010000Z,2023-01-02 01:00:00+00:00,Delhi,28.6139,77.209,1.26,252.0,1.2,0.39,6.7,95.0,995.1,50.0,0.0,0.0,F,1,0,1,0,0.2588,0.9659,0.0,1.0,72.67,226.8,299.47,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0026_20230102T020000Z,2023-01-02 02:00:00+00:00,Delhi,28.6139,77.209,1.39,249.0,1.3,0.5,6.3,95.0,995.9,50.0,0.0,0.0,F,2,0,1,0,0.5,0.866,0.0,1.0,52.28,248.7,300.98,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0027_20230102T030000Z,2023-01-02 03:00:00+00:00,Delhi,28.6139,77.209,1.77,254.0,1.7,0.49,8.8,91.0,996.9,50.0,215.8,0.0,B,3,0,1,0,0.7071,0.7071,0.0,1.0,45.05,274.7,319.75,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0028_20230102T040000Z,2023-01-02 04:00:00+00:00,Delhi,28.6139,77.209,1.1,275.0,1.1,-0.1,12.1,83.0,997.9,100.0,414.4,0.0,B,4,0,1,0,0.866,0.5,0.0,1.0,85.65,235.6,321.25,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0029_20230102T050000Z,2023-01-02 05:00:00+00:00,Delhi,28.6139,77.209,0.85,291.0,0.79,-0.3,15.0,73.0,998.4,910.0,635.7,0.0,A,5,0,1,0,0.9659,0.2588,0.0,1.0,223.55,149.0,372.55,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0030_20230102T060000Z,2023-01-02 06:00:00+00:00,Delhi,28.6139,77.209,0.57,315.0,0.4,-0.4,16.6,65.0,997.8,975.0,702.3,0.0,A,6,0,1,0,1.0,0.0,0.0,1.0,592.36,107.3,699.66,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0031_20230102T070000Z,2023-01-02 07:00:00+00:00,Delhi,28.6139,77.209,0.67,333.0,0.3,-0.6,17.5,58.0,996.9,1040.0,707.0,0.0,A,7,0,1,0,0.9659,-0.2588,0.0,1.0,477.06,95.7,572.76,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0032_20230102T080000Z,2023-01-02 08:00:00+00:00,Delhi,28.6139,77.209,1.14,345.0,0.3,-1.1,18.0,55.0,995.9,1075.0,700.8,0.0,A,8,0,1,0,0.866,-0.5,0.0,1.0,330.83,90.3,421.13,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0033_20230102T090000Z,2023-01-02 09:00:00+00:00,Delhi,28.6139,77.209,1.61,353.0,0.2,-1.6,18.2,53.0,995.1,1110.0,665.0,0.0,A,9,0,1,0,0.7071,-0.7071,0.0,1.0,228.07,85.9,313.97,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0034_20230102T100000Z,2023-01-02 10:00:00+00:00,Delhi,28.6139,77.209,1.94,12.0,-0.4,-1.9,17.9,53.0,994.5,1055.0,582.7,0.0,B,10,0,1,0,0.5,-0.866,0.0,1.0,115.79,85.0,200.79,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0035_20230102T110000Z,2023-01-02 11:00:00+00:00,Delhi,28.6139,77.209,1.36,17.0,-0.4,-1.3,17.0,59.0,994.6,1000.0,426.4,0.0,B,11,0,1,0,0.2588,-0.9659,0.0,1.0,151.33,92.0,243.33,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0036_20230102T120000Z,2023-01-02 12:00:00+00:00,Delhi,28.6139,77.209,1.02,349.0,0.19,-1.0,15.2,68.0,995.2,50.0,178.6,0.0,B,12,0,1,0,0.0,-1.0,0.0,1.0,328.39,125.3,453.69,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0037_20230102T130000Z,2023-01-02 13:00:00+00:00,Delhi,28.6139,77.209,0.36,236.0,0.3,0.2,14.1,73.0,995.8,50.0,0.0,4.0,F,13,0,1,0,-0.2588,-0.9659,0.0,1.0,1213.3,162.1,1375.4,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0038_20230102T140000Z,2023-01-02 14:00:00+00:00,Delhi,28.6139,77.209,0.61,261.0,0.6,0.1,13.3,76.0,996.3,50.0,0.0,0.0,F,14,0,1,0,-0.5,-0.866,0.0,1.0,1356.09,197.0,1553.09,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0039_20230102T150000Z,2023-01-02 15:00:00+00:00,Delhi,28.6139,77.209,1.08,304.0,0.9,-0.6,12.8,77.0,996.7,50.0,0.0,0.0,F,15,0,1,0,-0.7071,-0.7071,0.0,1.0,727.2,229.1,956.3,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0040_20230102T160000Z,2023-01-02 16:00:00+00:00,Delhi,28.6139,77.209,1.43,335.0,0.6,-1.3,12.4,79.0,996.7,50.0,0.0,0.0,F,16,0,1,0,-0.866,-0.5,0.0,1.0,336.38,254.3,590.68,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0041_20230102T170000Z,2023-01-02 17:00:00+00:00,Delhi,28.6139,77.209,1.21,336.0,0.49,-1.11,12.2,80.0,996.8,50.0,0.0,0.0,F,17,0,1,0,-0.9659,-0.2588,0.0,1.0,447.27,272.9,720.17,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0042_20230102T180000Z,2023-01-02 18:00:00+00:00,Delhi,28.6139,77.209,1.4,360.0,0.0,-1.4,11.7,82.0,996.5,50.0,0.0,0.0,F,18,0,1,0,-1.0,-0.0,0.0,1.0,438.56,283.1,721.66,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0043_20230102T190000Z,2023-01-02 19:00:00+00:00,Delhi,28.6139,77.209,1.4,4.0,-0.1,-1.4,11.0,86.0,996.3,50.0,0.0,0.0,F,19,0,1,0,-0.9659,0.2588,0.0,1.0,308.85,281.3,590.15,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0044_20230102T200000Z,2023-01-02 20:00:00+00:00,Delhi,28.6139,77.209,1.64,38.0,-1.01,-1.29,10.4,90.0,995.8,50.0,0.0,12.0,F,20,0,1,0,-0.866,0.5,0.0,1.0,204.14,274.7,478.84,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0045_20230102T210000Z,2023-01-02 21:00:00+00:00,Delhi,28.6139,77.209,1.66,33.0,-0.9,-1.39,9.5,93.0,996.0,50.0,0.0,37.0,F,21,0,1,0,-0.7071,0.7071,0.0,1.0,122.16,262.6,384.76,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0046_20230102T220000Z,2023-01-02 22:00:00+00:00,Delhi,28.6139,77.209,1.14,52.0,-0.9,-0.7,8.5,98.0,995.6,50.0,0.0,54.0,E,22,0,1,0,-0.5,0.866,0.0,1.0,195.03,248.7,443.73,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0047_20230102T230000Z,2023-01-02 23:00:00+00:00,Delhi,28.6139,77.209,0.67,243.0,0.6,0.3,7.8,99.0,995.5,50.0,0.0,100.0,D,23,0,1,0,-0.2588,0.9659,0.0,1.0,260.04,232.4,492.44,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0048_20230103T000000Z,2023-01-03 00:00:00+00:00,Delhi,28.6139,77.209,0.51,281.0,0.5,-0.1,6.0,98.0,995.5,50.0,0.0,100.0,D,0,1,1,0,0.0,1.0,0.0,1.0,267.95,176.0,443.95,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0049_20230103T010000Z,2023-01-03 01:00:00+00:00,Delhi,28.6139,77.209,1.3,274.0,1.3,-0.09,6.5,99.0,996.2,50.0,0.0,100.0,D,1,1,1,0,0.2588,0.9659,0.0,1.0,73.43,182.1,255.53,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0050_20230103T020000Z,2023-01-03 02:00:00+00:00,Delhi,28.6139,77.209,1.53,259.0,1.5,0.29,6.7,99.0,997.0,50.0,0.0,100.0,D,2,1,1,0,0.5,0.866,0.0,1.0,64.68,189.1,253.78,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0051_20230103T030000Z,2023-01-03 03:00:00+00:00,Delhi,28.6139,77.209,1.63,281.0,1.6,-0.31,7.8,96.0,998.0,50.0,14.4,100.0,D,3,1,1,0,0.7071,0.7071,0.0,1.0,50.3,188.1,238.4,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0052_20230103T040000Z,2023-01-03 04:00:00+00:00,Delhi,28.6139,77.209,1.58,288.0,1.5,-0.49,9.7,93.0,999.0,75.0,56.5,100.0,D,4,1,1,0,0.866,0.5,0.0,1.0,62.99,164.4,227.39,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0053_20230103T050000Z,2023-01-03 05:00:00+00:00,Delhi,28.6139,77.209,1.24,284.0,1.2,-0.3,11.1,92.0,999.2,230.0,122.8,0.0,B,5,1,1,0,0.9659,0.2588,0.0,1.0,162.83,114.8,277.63,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0054_20230103T060000Z,2023-01-03 06:00:00+00:00,Delhi,28.6139,77.209,1.86,306.0,1.5,-1.09,13.6,78.0,999.1,790.0,395.8,18.0,B,6,1,1,0,1.0,0.0,0.0,1.0,192.38,90.6,282.98,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0055_20230103T070000Z,2023-01-03 07:00:00+00:00,Delhi,28.6139,77.209,2.13,311.0,1.61,-1.4,15.3,67.0,997.7,995.0,681.4,0.0,A,7,1,1,0,0.9659,-0.2588,0.0,1.0,276.39,81.7,358.09,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0056_20230103T080000Z,2023-01-03 08:00:00+00:00,Delhi,28.6139,77.209,2.48,317.0,1.69,-1.81,16.2,62.0,996.8,1075.0,700.7,0.0,A,8,1,1,0,0.866,-0.5,0.0,1.0,256.22,77.5,333.72,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0057_20230103T090000Z,2023-01-03 09:00:00+00:00,Delhi,28.6139,77.209,2.62,320.0,1.68,-2.01,16.6,59.0,995.9,1145.0,666.3,0.0,A,9,1,1,0,0.7071,-0.7071,0.0,1.0,190.69,74.3,264.99,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0058_20230103T100000Z,2023-01-03 10:00:00+00:00,Delhi,28.6139,77.209,2.7,321.0,1.7,-2.1,16.5,57.0,995.3,1035.0,584.3,0.0,B,10,1,1,0,0.5,-0.866,0.0,1.0,110.72,70.3,181.02,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0059_20230103T110000Z,2023-01-03 11:00:00+00:00,Delhi,28.6139,77.209,2.7,321.0,1.7,-2.1,15.8,61.0,995.4,975.0,433.2,0.0,B,11,1,1,0,0.2588,-0.9659,0.0,1.0,101.87,70.8,172.67,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0060_20230103T120000Z,2023-01-03 12:00:00+00:00,Delhi,28.6139,77.209,1.77,317.0,1.21,-1.29,11.9,81.0,995.8,115.0,184.8,0.0,B,12,1,1,0,0.0,-1.0,0.0,1.0,223.91,88.0,311.91,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0061_20230103T130000Z,2023-01-03 13:00:00+00:00,Delhi,28.6139,77.209,2.13,311.0,1.61,-1.4,10.7,87.0,996.3,70.0,0.0,0.0,F,13,1,1,0,-0.2588,-0.9659,0.0,1.0,242.22,100.8,343.02,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0062_20230103T140000Z,2023-01-03 14:00:00+00:00,Delhi,28.6139,77.209,2.2,309.0,1.71,-1.38,10.0,88.0,996.8,70.0,0.0,0.0,F,14,1,1,0,-0.5,-0.866,0.0,1.0,246.1,100.1,346.2,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0063_20230103T150000Z,2023-01-03 15:00:00+00:00,Delhi,28.6139,77.209,2.4,315.0,1.7,-1.7,9.6,88.0,996.9,70.0,0.0,0.0,F,15,1,1,0,-0.7071,-0.7071,0.0,1.0,254.03,99.0,353.03,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
delhi_2023_0064_20230103T160000Z,2023-01-03 16:00:00+00:00,Delhi,28.6139,77.209,2.56,321.0,1.61,-1.99,8.9,90.0,997.0,70.0,0.0,0.0,F,16,1,1,0,-0.866,-0.5,0.0,1.0,200.84,99.2,300.04,winter_fog_inversion,medium,negative,Underpredicts secondary aqueous inorganic aerosol formation inside dense fog droplets (RH >= 98%); highly accurate on radiation inversion stagnation.
